Tipo de precipitacion,Temperatura (C),Temperatura aparente (C),Humedad,Velocidad viento (km/h),Direccion del viento (grados),Visibilidad (km),Presion (millibares)
1,22.861,22.861,0.57,2.093,0.512534819,11.077,0.972572106
1,22.389,22.389,0.59,1.352,0.150417827,11.206,0.972161165
1,21.3,21.3,0.72,3.864,0.974930362,9.982,0.972151608
1,20.228,20.228,0.72,2.85,0.011142061,9.982,0.972400084
1,17.433,17.433,0.86,2.898,0.908077994,9.982,0.972658117
1,17.244,17.244,0.87,3.011,0.857938719,15.826,0.972791911
1,17.311,17.311,0.87,1.497,0.77994429,14.957,0.972734571
1,17.161,17.161,0.84,6.021,0.944289694,15.826,0.972696344
1,16.072,16.072,0.87,6.376,0.913649025,15.826,0.97232363
1,17.233,17.233,0.73,9.048,0.640668524,14.957,0.969571284
1,14.961,14.961,0.87,3.51,0.977715877,14.812,0.972046484
1,13.917,13.917,0.9,3.429,0.944289694,14.812,0.972218506
1,13.856,13.856,0.9,6.875,0.91643454,8.259,0.972237619
1,15.028,15.028,0.87,5.055,0.938718663,6.118,0.972333187
1,17.717,17.717,0.84,11.012,0.969359331,6.118,0.97197003
1,20.761,20.761,0.7,12.832,0.947075209,9.982,0.971683327
1,22.739,22.739,0.66,15.633,0.974930362,9.982,0.971673771
1,23.939,23.939,0.62,12.558,0.022284123,9.982,0.971635543
1,25.061,25.061,0.54,16.148,0.95821727,9.982,0.971434852
1,26.183,26.183,0.5,17.098,0.972144847,9.982,0.971090808
1,27.317,27.483,0.46,17.034,0.972144847,9.982,0.970421835
1,27.394,27.722,0.49,14.812,0.013927577,10.352,0.9698771
1,27.894,27.95,0.45,15.698,0.974930362,9.982,0.969332365
1,27.917,27.761,0.42,14.104,0.025069638,9.982,0.968596495
1,27.189,27.194,0.44,15.037,0.019498607,10.352,0.968061316
1,27.289,27.283,0.44,11.125,0.022284123,9.982,0.96745924
1,25.183,25.183,0.57,8.147,0.019498607,9.982,0.967765057
1,23.372,23.372,0.66,8.131,0.91643454,10.352,0.967698159
1,21.322,21.322,0.67,9.741,0.866295265,9.982,0.968185554
1,20.622,20.622,0.66,6.585,0.871866295,15.826,0.968309792
1,21.144,21.144,0.6,15.182,0.373259053,14.957,0.969131673
1,19.561,19.561,0.61,15.778,0.534818942,15.826,0.969255911
1,17.989,17.989,0.7,13.637,0.610027855,15.826,0.969083889
1,15.222,15.222,0.82,2.254,0.412256267,14.168,0.968606051
1,17.806,17.806,0.7,15.842,0.395543175,15.826,0.969418376
1,17.222,17.222,0.73,11.19,0.576601671,9.982,0.968730289
1,16.778,16.778,0.8,14.764,0.713091922,14.876,0.967478354
1,17.183,17.183,0.76,14.41,0.754874652,9.902,0.967354116
1,18.9,18.9,0.73,11.383,0.816155989,11.125,0.966904948
1,21.117,21.117,0.68,10.095,0.949860724,11.399,0.967478354
1,22.967,22.967,0.65,12.671,0.002785515,9.982,0.967335003
1,24.1,24.1,0.61,11.399,0.103064067,9.982,0.967411457
1,25.333,25.333,0.59,10.868,0.105849582,10.352,0.967573922
1,26.367,26.367,0.59,8.05,0.228412256,9.982,0.967306332
1,27.478,28.117,0.53,5.297,0.072423398,11.206,0.966924062
1,27.967,28.65,0.53,4.572,0.13091922,11.447,0.966627803
1,28.711,29.256,0.5,2.463,0.610027855,10.98,0.965863262
1,28.6,28.872,0.47,2.512,0.403899721,11.27,0.965136948
1,26.467,26.467,0.52,2.689,0.426183844,11.447,0.965375867
1,22.367,22.367,0.63,8.453,0.91086351,11.27,0.965672127
1,21.233,21.233,0.67,3.011,0.206128134,11.27,0.965968386
1,21.267,21.267,0.62,23.313,0.440111421,11.077,0.96636977
1,17.406,17.406,0.74,20.028,0.61281337,11.27,0.968070873
1,18.033,18.033,0.72,19.626,0.61281337,14.909,0.968663392
1,17.056,17.056,0.81,13.878,0.56545961,14.168,0.968596495
1,16.344,16.344,0.8,11.19,0.796657382,14.909,0.968290678
1,15.794,15.794,0.83,6.665,0.852367688,14.909,0.967994419
1,15.706,15.706,0.88,9.66,0.82729805,15.005,0.967363673
1,15.533,15.533,0.87,13.218,0.21448468,14.909,0.969055219
1,14.517,14.517,0.87,3.301,0.941504178,11.978,0.969418376
1,14.106,14.106,0.87,9.757,0.73816156,13.814,0.9684627
1,16.072,16.072,0.87,3.027,0.495821727,9.982,0.968653835
1,17.717,17.717,0.84,8.903,0.593314763,9.982,0.968921424
1,19.772,19.772,0.74,10.69,0.69637883,9.982,0.969131673
1,21.167,21.167,0.68,8.968,0.746518106,9.982,0.969217684
1,22.856,22.856,0.62,4.089,0.771587744,9.982,0.969131673
1,23.967,23.967,0.62,4.766,0.699164345,10.401,0.969189014
1,25.144,25.144,0.54,7.599,0.832869081,10.046,0.969026549
1,27.272,27.172,0.42,3.14,0.841225627,9.982,0.968921424
1,27.394,27.528,0.46,9.676,0.888579387,10.352,0.968634722
1,27.939,28.017,0.46,8.968,0.980501393,9.982,0.967965749
1,28.011,28.044,0.45,8.179,0.030640669,9.982,0.967382786
1,28.55,28.489,0.44,7.326,0.044568245,15.52,0.967010073
1,27.828,28.133,0.48,4.766,0.997214485,9.982,0
1,27.311,27.5,0.47,4.927,0.128133705,9.982,0.965891932
1,23.439,23.439,0.68,3.671,0.777158774,10.352,0.96675204
1,21.25,21.25,0.77,2.689,0.615598886,9.982,0.966952732
1,21.139,21.139,0.8,5.699,0.721448468,15.826,0.967239435
1,20.228,20.228,0.79,4.878,0.855153203,15.005,0.967258549
1,18.594,18.594,0.73,27.306,0.331476323,15.875,0.968692062
1,17.406,17.406,0.78,19.465,0.337047354,15.875,0.969026549
1,16.939,16.939,0.84,5.506,0.442896936,14.168,0.968414916
1,15.622,15.622,0.84,6.408,0.949860724,15.826,0.967248992
1,16.183,16.183,0.84,13.588,0.21448468,15.826,0.96884497
1,14.844,14.844,0.87,7.519,0.111420613,14.957,0.968758959
1,16.161,16.161,0.87,9.531,0.033426184,9.982,0.968548711
1,17.806,17.806,0.73,12.51,0.036211699,9.982,0.968061316
1,18.256,18.256,0.76,13.266,0.061281337,10.352,0.968309792
1,21.206,21.206,0.63,10.24,0.086350975,9.982,0.968606051
1,22.85,22.85,0.65,14.393,0.086350975,9.982,0.968453143
1,24.85,24.85,0.54,16.213,0.128133705,10.352,0.968672949
1,26.161,26.161,0.47,17.807,0.136490251,11.206,0.968510484
1,27.339,27.767,0.5,16.068,0.142061281,11.27,0.968405359
1,27.4,27.539,0.46,15.359,0.155988858,10.401,0.968156884
1,27.961,28.244,0.48,11.238,0.142061281,10.046,0.967640819
1,27.878,27.967,0.46,12.429,0.409470752,9.982,0
1,28.067,28.039,0.44,6.778,0.401114206,10.352,0.967153424
1,27.45,28.05,0.53,3.413,0.222841226,9.982,0.967115197
1,24.233,24.233,0.57,7.535,0.323119777,10.046,0.967564365
1,23.089,23.089,0.64,0.644,0.167130919,11.447,0.967554808
1,21.322,21.322,0.68,4.605,0.389972145,11.206,0.968147327
1,19.1,19.1,0.77,2.737,0.540389972,15.826,0.968443586
1,19.356,19.356,0.75,5.667,0.465181058,15.311,0.968510484
1,17.828,17.828,0.81,3.075,0.501392758,15.826,0.968625165
1,15.672,15.672,0.87,2.93,0.799442897,14.909,0.968300235
1,16.356,16.356,0.88,3.655,0.559888579,12.043,0.965739024
1,15.578,15.578,0.87,6.199,0.782729805,11.978,0.968386246
1,16.067,16.067,0.85,3.478,0.04178273,11.978,0.968099543
1,18.022,18.022,0.8,13.041,0.242339833,14.522,0.968644278
1,19.733,19.733,0.79,3.156,0.384401114,9.982,0.968625165
1,20.983,20.983,0.69,7.47,0.442896936,9.982,0.968453143
1,23.594,23.594,0.65,4.186,0.493036212,10.352,0.968357576
1,26.067,26.067,0.54,3.445,0.621169916,9.982,0.968070873
1,27.756,28.128,0.49,1.497,0.011142061,9.982,0.967956192
1,27.761,28.35,0.52,7.1,0.367688022,11.399,0.967975305
1,21.85,21.85,0.7,27.708,0.22005571,6.295,0.967669489
1,20.561,20.561,0.76,11.946,0.208913649,11.27,0.968242895
1,21.178,21.178,0.74,3.268,0.364902507,11.447,0.967468797
1,21.256,21.256,0.78,4.717,0.632311978,11.206,0.967115197
1,21.194,21.194,0.73,13.766,0.635097493,11.206,0.967535694
1,20,20,0.79,21.413,0.582172702,9.982,0.968185554
1,21.072,21.072,0.64,15.054,0.660167131,9.982,0.966771154
1,20.05,20.05,0.73,10.578,0.972144847,9.982,0.965165619
1,18.189,18.189,0.85,5.635,0.317548747,10.352,0.965108278
1,17.339,17.339,0.87,9.193,0.309192201,9.982,0.965289856
1,18.311,18.311,0.81,11.157,0.367688022,15.826,0.965777251
1,17.333,17.333,0.88,5.86,0.395543175,14.957,0.965968386
1,16.183,16.183,0.9,3.22,0.529247911,15.826,0.966149965
1,16.111,16.111,0.9,1.53,0.362116992,15.826,0.965519219
1,17.844,17.844,0.91,5.361,0.515320334,8.098,0.964582656
1,14.1,14.1,0.9,2.608,0.977715877,4.299,0.9652803
1,15.117,15.117,0.9,2.785,0.128133705,6.295,0.965098721
1,15.683,15.683,0.93,2.721,0.183844011,6.408,0.96533764
1,17.3,17.3,0.92,7.873,0.284122563,6.118,0.965194289
1,18.917,18.917,0.84,4.717,0.367688022,9.902,0.964802462
1,20.839,20.839,0.76,9.628,0.3454039,9.628,0.965222959
1,22.756,22.756,0.73,15.504,0.389972145,9.982,0.964821575
1,24.983,24.983,0.64,9.918,0.470752089,9.982,0.964620883
1,26.017,26.017,0.61,11.512,0.470752089,11.029,0.964448862
1,27.222,28.033,0.56,9.499,0.498607242,11.27,0.963942354
1,27.872,28.2,0.49,10.916,0.520891365,11.206,0.963464516
1,27.906,28.022,0.46,11.029,0.440111421,11.399,0.963034462
1,29.05,29.239,0.46,11.19,0.467966574,9.982,0.962403716
1,28.894,29.033,0.46,11.012,0.520891365,9.982,0.961362029
1,28.922,28.778,0.43,9.966,0.431754875,10.352,0.960912861
1,27.344,28,0.53,7.986,0.548746518,11.206,0.960501921
1,26.117,26.117,0.58,5.039,0.473537604,11.206,0.960673943
1,25.217,25.217,0.57,12.3,0.359331476,11.077,0.961180451
1,22.872,22.872,0.66,12.397,0.364902507,9.982,0.961046656
1,22.2,22.2,0.67,14.007,0.364902507,15.826,0.960884191
1,21.739,21.739,0.68,13.701,0.389972145,14.957,0.961256905
1,19.567,19.567,0.76,6.488,0.470752089,15.826,0.961161337
1,18.428,18.428,0.81,3.526,0.401114206,15.826,0.960893748
1,19.1,19.1,0.8,6.521,0.440111421,14.796,0.960884191
1,17.8,17.8,0.82,6.633,0.440111421,15.826,0.960406353
1,17.822,17.822,0.87,10.851,0.454038997,15.875,0.960205661
1,17.444,17.444,0.88,6.456,0.52367688,14.088,0.960463694
1,17.778,17.778,0.87,9.934,0.470752089,9.805,0.960664386
1,20.006,20.006,0.78,7.293,0.445682451,9.902,0.960587932
1,22.194,22.194,0.69,12.478,0.487465181,9.982,0.960970202
1,23.939,23.939,0.62,15.15,0.451253482,9.982,0.961113553
1,24.006,24.006,0.61,13.057,0.590529248,9.982,0.961304689
1,25.778,25.778,0.55,12.397,0.640668524,10.03,0.961209121
1,27.2,27.411,0.47,8.34,0.571030641,10.046,0.960951089
1,27.778,27.872,0.46,8.581,0.582172702,10.046,0.960568818
1,27.272,27.833,0.52,14.039,0.571030641,10.401,0.960234332
1,27.85,27.506,0.4,11.27,0.540389972,9.982,0.959240429
1,27.917,27.744,0.42,9.692,0.509749304,9.982,0.958380321
1,27.878,28.106,0.47,10.143,0.551532033,10.352,0.958179629
1,27.361,27.733,0.5,8.243,0.512534819,9.982,0.95761578
1,24.067,24.067,0.61,2.302,0.395543175,11.27,0.957682677
1,22.811,22.811,0.7,4.798,0.339832869,11.447,0.957309964
1,22.206,22.206,0.68,7.454,0.342618384,10.046,0.957395975
1,22.089,22.089,0.66,13.347,0.311977716,15.73,0.957701791
1,20.933,20.933,0.66,11.753,0.317548747,14.796,0.957510656
1,19.211,19.211,0.77,5.764,0.573816156,15.456,0.957787802
1,18.728,18.728,0.84,6.537,0.103064067,15.649,0.956268277
1,17.389,17.389,0.82,13.073,0.470752089,14.216,0.952598482
1,17.756,17.756,0.84,10.9,0.147632312,15.73,0.95555152
1,16.689,16.689,0.84,6.166,0.04178273,15.73,0.955780883
1,15.678,15.678,0.88,5.732,0.26183844,14.876,0.956124926
1,17.644,17.644,0.9,4.991,0.298050139,9.982,0.955742656
1,18.75,18.75,0.79,13.637,0.353760446,9.982,0.95511191
1,20.972,20.972,0.71,14.104,0.43454039,9.982,0.955570634
1,22.756,22.756,0.66,14.216,0.412256267,9.982,0.955283931
1,23.889,23.889,0.62,11.447,0.412256267,10.046,0.954700969
1,25.872,25.872,0.55,10.304,0.448467967,11.447,0.954328256
1,27.172,27.644,0.51,15.52,0.440111421,11.27,0.953554158
1,27.222,27.244,0.44,17.597,0.440111421,11.27,0.953038093
1,27.233,27.056,0.4,17.388,0.406685237,10.352,0.952608039
1,27.8,27.689,0.43,20.608,0.442896936,10.046,0.951623693
1,27.778,27.667,0.43,17.919,0.38718663,10.046,0.951145855
1,26.917,27.183,0.47,16.374,0.420612813,11.447,0.951040731
1,21.028,21.028,0.58,27.37,0.69637883,11.27,0.950610677
1,17.85,17.85,0.83,15.424,0.61281337,11.27,0.951480342
1,18.044,18.044,0.84,11.512,0.442896936,10.594,0.951241423
1,17.756,17.756,0.79,16.599,0.437325905,11.125,0.951595023
1,17.222,17.222,0.84,10.707,0.395543175,14.957,0.951012061
1,17.339,17.339,0.85,13.894,0.367688022,14.216,0.951184082
1,16.689,16.689,0.81,14.249,0.337047354,14.909,0.951231866
1,16.206,16.206,0.84,17.243,0.389972145,14.957,0.951413444
1,14.456,14.456,0.86,8.34,0.802228412,11.689,0.96003364
1,16.606,16.606,0.84,20.222,0.665738162,10.046,0.953104991
1,15.05,15.05,0.83,6.585,0.537604457,14.909,0.953506374
1,14.661,14.661,0.83,11.463,0.621169916,15.005,0.954290028
1,14.861,14.861,0.83,9.531,0.637883008,11.27,0.955274375
1,15.956,15.956,0.73,9.338,0.662952646,10.046,0.956392515
1,17.039,17.039,0.65,5.828,0.662952646,10.352,0.956832126
1,17.289,17.289,0.58,8.501,0.688022284,10.046,0.95726218
1,19.95,19.95,0.45,12.574,0.685236769,11.27,0.957548883
1,21.017,21.017,0.42,4.878,0.493036212,10.401,0.958007607
1,22.222,22.222,0.38,7.921,0.48189415,10.046,0.958026721
1,22.267,22.267,0.35,9.419,0.545961003,10.046,0.957835586
1,22.833,22.833,0.38,10.964,0.512534819,10.352,0.957873813
1,22.8,22.8,0.38,4.701,0.60724234,9.982,0.957720904
1,22.894,22.894,0.34,5.152,0.484679666,9.982,0.957252623
1,22.561,22.561,0.39,7.889,0.320334262,11.399,0.957013704
1,20.922,20.922,0.43,10.964,0.389972145,11.27,0.957004148
1,13.983,13.983,0.82,17.147,0.802228412,8.195,0.958915499
1,14.061,14.061,0.83,12.268,0.793871866,10.9,0.959947629
1,13.917,13.917,0.89,7.599,0.933147632,11.27,0.960874634
1,13.894,13.894,0.86,2.882,0.844011142,14.957,0.960673943
1,14.411,14.411,0.88,6.086,0.454038997,14.216,0.961017986
1,8.639,6.883,0.34,10.739,0.334261838,15.826,0.973479998
1,8.078,6.244,0.35,10.562,0.306406685,15.826,0.973021273
1,10.789,10.789,0.74,3.542,0.835654596,11.689,0.969542614
1,7.083,4.556,0.36,13.524,0.334261838,15.826,0.972342744
1,4.006,2.506,0.5,6.279,0.309192201,15.826,0.97232363
1,5.894,2.711,0.43,16.068,0.323119777,14.957,0.971855349
1,7.128,4.794,0.39,12.333,0.331476323,9.982,0.971387068
1,8.867,7.15,0.4,10.803,0.38718663,9.982,0.971186376
1,10.117,10.117,0.42,8.919,0.320334262,10.352,0.971138592
1,12.333,12.333,0.42,9.741,0.278551532,11.206,0.970890116
1,14.972,14.972,0.39,12.751,0.256267409,9.982,0.970603414
1,17.711,17.711,0.31,13.572,0.278551532,10.352,0.970335824
1,17.933,17.933,0.28,12.961,0.306406685,9.982,0.969857987
1,18.978,18.978,0.3,12.639,0.203342618,9.982,0.969370592
1,20.089,20.089,0.28,12.912,0.253481894,10.352,0.968873641
1,21.033,21.033,0.29,13.524,0.147632312,9.982,0.968520041
1,20.061,20.061,0.32,12.413,0.17270195,9.982,0.96813777
1,20.144,20.144,0.31,12.075,0.21448468,10.352,0.967965749
1,18.978,18.978,0.3,12.558,0.194986072,9.982,0.967745943
1,17.822,17.822,0.33,10.884,0.17270195,9.982,0.967650376
1,17.817,17.817,0.31,10.868,0.211699164,11.399,0.967994419
1,17.172,17.172,0.35,4.878,0.311977716,11.206,0.968348019
1,15.533,15.533,0.4,3.14,0.339832869,15.826,0.968711176
1,14.617,14.617,0.56,9.934,0.264623955,15.311,0.968969208
1,13.8,13.8,0.9,3.14,0.590529248,14.957,0.960970202
1,13.822,13.822,0.9,6.247,0.576601671,14.957,0.961170894
1,10.306,10.306,0.87,6.81,0.73816156,11.318,0.967440127
1,13.289,13.289,0.9,6.07,0.983286908,11.978,0.961811197
1,12.661,12.661,0.9,3.381,0.941504178,11.978,0.962031002
1,11.722,11.722,0.87,3.735,0.883008357,4.009,0.962671305
1,12.083,12.083,0.92,9.322,0.938718663,8.131,0.96324471
1,12.178,12.178,0.8,11.077,0.885793872,11.206,0.964009251
1,13.8,13.8,0.78,11.27,0.908077994,11.029,0.964381964
1,14.961,14.961,0.77,14.216,0.782729805,9.982,0.964706894
1,16.117,16.117,0.67,12.783,0.813370474,11.27,0.965070051
1,16.083,16.083,0.68,12.735,0.832869081,11.077,0.965710354
1,17.806,17.806,0.6,12.655,0.807799443,11.27,0.965729467
1,17.856,17.856,0.6,14.136,0.805013928,11.27,0.965930159
1,18.733,18.733,0.61,15.537,0.799442897,11.077,0.966130851
1,19.911,19.911,0.53,17.356,0.830083565,11.27,0.96601617
1,19.983,19.983,0.53,17.533,0.802228412,11.27,0.966197748
1,19.822,19.822,0.5,15.617,0.855153203,11.399,0.966627803
1,18.75,18.75,0.53,13.363,0.855153203,11.206,0.966216862
1,17.689,17.689,0.57,15.987,0.830083565,11.206,0.966513121
1,16.122,16.122,0.62,13.717,0.82729805,11.029,0.967239435
1,13.867,13.867,0.72,12.912,0.832869081,11.206,0.967669489
1,13.772,13.772,0.7,14.088,0.857938719,15.826,0.968319349
1,12.717,12.717,0.76,13.733,0.830083565,14.957,0.968596495
1,11.139,11.139,0.83,11.077,0.807799443,15.826,0.968768516
1,10.583,10.583,0.83,6.682,0.824512535,14.909,0.968854527
1,10.178,10.178,0.87,7.197,0.816155989,14.168,0.9691699
1,9.472,7.833,0.86,11.077,0.777158774,9.982,0.968749403
1,8.894,8.072,0.86,6.521,0.752089136,9.902,0.968864084
1,8.628,6.772,0.9,11.367,0.749303621,7.438,0.969016992
1,9.961,8.972,0.86,8.002,0.802228412,7.905,0.969332365
1,12.133,12.133,0.81,10.932,0.77994429,9.757,0.969332365
1,13.672,13.672,0.74,11.463,0.749303621,10.884,0.969666851
1,14.956,14.956,0.72,12.478,0.749303621,11.125,0.969447046
1,16.117,16.117,0.67,10.723,0.729805014,11.206,0.969619068
1,18.367,18.367,0.58,5.426,0.643454039,11.029,0.969972668
1,17.733,17.733,0.57,4.299,0.495821727,11.27,0.96981976
1,18.917,18.917,0.53,4.379,0.891364903,11.27,0.969896214
1,18.922,18.922,0.57,9.064,0.629526462,11.399,0.969896214
1,20.094,20.094,0.53,7.309,0.579387187,11.206,0.969399262
1,20.211,20.211,0.49,3.075,0.537604457,11.206,0.968997878
1,20.989,20.989,0.49,4.75,0.579387187,11.399,0.968930981
1,20.722,20.722,0.47,5.973,0.640668524,15.826,0.968634722
1,18.978,18.978,0.56,3.349,0.534818942,11.27,0.9688163
1,16.767,16.767,0.64,7.535,0.635097493,10.401,0.969007435
1,15.139,15.139,0.72,4.621,0.568245125,9.982,0.969055219
1,14.422,14.422,0.73,3.027,0.537604457,15.826,0.969332365
1,13.511,13.511,0.81,3.317,0.629526462,14.957,0.969246354
1,13.867,13.867,0.64,3.22,0.278551532,15.826,0.96919857
1,12.85,12.85,0.72,6.15,0.974930362,15.826,0.969016992
1,13.383,13.383,0.83,11.528,0.359331476,15.005,0.964831132
1,11.733,11.733,0.77,2.946,0.919220056,14.957,0.968625165
1,11.644,11.644,0.78,6.343,0.930362117,12.043,0.968625165
1,11.372,11.372,0.76,6.311,0.04178273,11.689,0.968338462
1,11.183,11.183,0.74,6.118,0.136490251,15.826,0.968156884
1,11.206,11.206,0.67,9.435,0.086350975,11.206,0.968520041
1,12.856,12.856,0.61,9.531,0.139275766,11.029,0.968472257
1,12.889,12.889,0.59,8.211,0.192200557,11.206,0.968625165
1,17.072,17.072,0.54,8.227,0.192200557,9.982,0.968242895
1,18.011,18.011,0.54,11.173,0.339832869,11.399,0.968185554
1,19.944,19.944,0.44,10.481,0.484679666,11.206,0.967593035
1,20.017,20.017,0.48,14.168,0.43454039,11.206,0.967392343
1,20.167,20.167,0.52,14.249,0.356545961,11.399,0.967277662
1,20.094,20.094,0.56,17.324,0.30362117,11.206,0.966407997
1,20.094,20.094,0.57,14.249,0.38718663,11.206,0.965920602
1,19.2,19.2,0.59,22.604,0.370473538,11.447,0.965576559
1,15.367,15.367,0.85,17.13,0.331476323,11.206,0.965786808
1,16.25,16.25,0.72,14.571,0.39275766,8.195,0.965490548
1,14.372,14.372,0.89,9.177,0.30362117,5.555,0.965538332
1,14.006,14.006,0.83,11.173,0.364902507,6.166,0.965509662
1,13.983,13.983,0.84,14.104,0.362116992,9.805,0.965500105
1,14.117,14.117,0.81,14.651,0.364902507,9.837,0.965222959
1,13.911,13.911,0.76,17.082,0.359331476,14.812,0.964831132
1,13.4,13.4,0.83,17.114,0.384401114,15.875,0.96463044
1,14.761,14.761,0.9,11.351,0.306406685,14.667,0.962556624
1,13.378,13.378,0.81,17.259,0.362116992,15.875,0.963330721
1,13.311,13.311,0.81,16.986,0.334261838,15.875,0.963072689
1,13.428,13.428,0.82,13.17,0.362116992,14.876,0.963072689
1,13.311,13.311,0.84,6.327,0.456824513,4.122,0.963416732
1,13.817,13.817,0.84,8.002,0.381615599,11.045,0.963349835
1,16,16,0.79,8.614,0.373259053,11.447,0.963340278
1,17.683,17.683,0.74,9.708,0.467966574,11.27,0.963531413
1,19.878,19.878,0.64,5.152,0.465181058,11.27,0.963435845
1,22,22,0.6,7.905,0.48189415,11.447,0.963493186
1,22.778,22.778,0.51,10.433,0.573816156,11.27,0.963445402
1,24.883,24.883,0.45,7.792,0.573816156,11.27,0.962986678
1,24.917,24.917,0.42,5.571,0.537604457,11.447,0.963015348
1,25.85,25.85,0.4,10.562,0.437325905,11.27,0.962222137
1,25.872,25.872,0.37,7.535,0.459610028,11.27,0.961581835
1,25.606,25.606,0.38,2.898,0.323119777,11.045,0.961753856
1,23.467,23.467,0.48,10.175,0.128133705,11.045,0.960979759
1,22.333,22.333,0.47,11.834,0.183844011,10.948,0.96115178
1,19.4,19.4,0.65,20.222,0.097493036,11.238,0.961056213
1,19.772,19.772,0.62,15.07,0.189415042,11.125,0.960597488
1,17.122,17.122,0.82,13.846,0.075208914,0.741,0.960138764
1,15.839,15.839,0.87,15.987,0.576601671,2.512,0.962164797
1,15.528,15.528,0.87,11.995,0.144846797,14.812,0.961944991
1,15.478,15.478,0.9,14.78,0.222841226,14.812,0.962203024
1,13.322,13.322,0.93,6.247,0.504178273,5.345,0.966952732
1,14.417,14.417,0.9,10.787,0.643454039,14.538,0.96289111
1,14.95,14.95,0.9,6.15,0.640668524,14.474,0.96324471
1,15.056,15.056,0.9,7.519,0.626740947,10.803,0.963626981
1,14.95,14.95,0.93,12.59,0.557103064,1.288,0.963999694
1,15,15,0.93,11.415,0.61281337,0.982,0.964859802
1,16.061,16.061,0.93,10.207,0.643454039,3.156,0.965347197
1,17.172,17.172,0.81,8.259,0.618384401,7.97,0.965089165
1,17.75,17.75,0.78,11.383,0.671309192,11.27,0.965547889
1,17.989,17.989,0.73,13.234,0.621169916,11.447,0.96639844
1,17.828,17.828,0.7,9.885,0.640668524,11.27,0.96631243
1,16.289,16.289,0.8,12.8,0.774373259,11.27,0.966302873
1,16.45,16.45,0.81,8.066,0.821727019,11.447,0.966675586
1,15.633,15.633,0.84,10.159,0.82729805,11.27,0.96666603
1,13.939,13.939,0.83,15.52,0.665738162,1.9,0.96604484
1,13.361,13.361,0.95,12.51,0.715877437,5.023,0.966073511
1,13.939,13.939,0.9,9.322,0.504178273,6.343,0.965758138
1,12.928,12.928,0.96,7.744,0.395543175,6.343,0.965624343
1,13.111,13.111,0.95,4.122,0.949860724,3.88,0.966169078
1,12.828,12.828,0.96,9.451,0.337047354,3.429,0.966522678
1,13.361,13.361,0.93,11.012,0.693593315,2.914,0.966522678
1,13.344,13.344,0.91,2.013,0.270194986,4.798,0.966971846
1,13.361,13.361,0.93,10.996,0.370473538,3.655,0.966599132
1,12.828,12.828,0.93,3.59,0.501392758,3.655,0.966990959
1,11.594,11.594,0.82,8.952,0.838440111,14.957,0.967229878
1,12.35,12.35,0.93,6.038,0.91643454,4.991,0.965997057
1,11.767,11.767,0.93,3.526,0.746518106,6.021,0.966063954
1,12.872,12.872,0.91,6.585,0.526462396,8.758,0.967650376
1,12.778,12.778,0.9,7.953,0.64902507,3.043,0.967554808
1,12.778,12.778,0.96,9.66,0.704735376,3.011,0.967650376
1,12.978,12.978,0.96,13.717,0.727019499,4.379,0.967765057
1,14.039,14.039,0.89,11.512,0.782729805,4.202,0.967650376
1,16.189,16.189,0.81,11.56,0.863509749,5.136,0.967917965
1,17.144,17.144,0.76,15.376,0.813370474,8.823,0.968003976
1,17.878,17.878,0.7,14.619,0.805013928,11.27,0.967831954
1,20.05,20.05,0.61,13.105,0.863509749,11.27,0.967535694
1,19.944,19.944,0.62,5.249,0.849582173,11.077,0.967382786
1,21.161,21.161,0.57,4.057,0.766016713,11.206,0.966876278
1,22.25,22.25,0.49,2.898,0.766016713,11.206,0.966293316
1,21.111,21.111,0.53,10.835,0.788300836,11.029,0.965968386
1,21.161,21.161,0.53,9.354,0.835654596,11.206,0.965557446
1,17.878,17.878,0.7,8.726,0.816155989,11.206,0.965547889
1,16.556,16.556,0.7,4.83,0.894150418,11.399,0.966035284
1,15,15,0.78,8.936,0.306406685,11.206,0.966513121
1,14.95,14.95,0.76,6.054,0.47632312,15.826,0.966809381
1,12.272,12.272,0.85,6.311,0.699164345,14.876,0.967096084
1,12.4,12.4,0.85,6.504,0.710306407,15.826,0.966799824
1,11.289,11.289,0.88,3.655,0.766016713,15.826,0.966895392
1,12.806,12.806,0.86,10.095,0.919220056,14.876,0.968806743
1,11.767,11.767,0.8,11.56,0.835654596,15.826,0.967086527
1,12.361,12.361,0.79,11.173,0.832869081,15.826,0.967191651
1,11.606,11.606,0.78,11.383,0.807799443,14.957,0.967535694
1,12.25,12.25,0.8,12.542,0.832869081,9.982,0.967382786
1,14.889,14.889,0.73,3.365,0.805013928,9.982,0.967468797
1,17.578,17.578,0.61,2.302,0.746518106,10.352,0.967526138
1,18.861,18.861,0.61,11.061,0.743732591,9.982,0.967545251
1,21.061,21.061,0.53,8.42,0.590529248,9.982,0.967621705
1,21.089,21.089,0.53,20.222,0.621169916,10.352,0.967449684
1,22.289,22.289,0.48,20.206,0.671309192,11.27,0.96743057
1,22.356,22.356,0.48,21.912,0.646239554,11.27,0.967057857
1,22.261,22.261,0.54,16.631,0.637883008,11.447,0.967287219
1,21.217,21.217,0.56,12.51,0.662952646,11.27,0.966790267
1,20.244,20.244,0.61,9.209,0.885793872,11.27,0.966063954
1,22.1,22.1,0.5,4.122,0.841225627,11.447,0.966188192
1,20.067,20.067,0.56,15.762,0.941504178,11.27,0.966627803
